name	x	y	z	size	group	material	manufacturer	seizure_onset_zone	anatomical_label
A1	n/a	n/a	n/a	0.8	A	Platinum	ALCIS - Temis Health, France	1	amygdala
A2	n/a	n/a	n/a	0.8	A	Platinum	ALCIS - Temis Health, France	1	amygdala
A3	n/a	n/a	n/a	0.8	A	Platinum	ALCIS - Temis Health, France	1	amygdala
A10	n/a	n/a	n/a	0.8	A	Platinum	ALCIS - Temis Health, France	0	gyrus temporalis medius
B1	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	1	hippocampus anterior
B2	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	1	hippocampus anterior
B3	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	1	hippocampus anterior
B4	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	1	wm
B5	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	1	gyrus temporalis inferior
B6	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	1	wm
B7	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	0	wm
B10	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	0	gyrus temporalis inferior
B'1	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	1	hippocampus anterior
B'2	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	1	hippocampus anterior
B'3	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	1	hippocampus anterior
B'4	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	1	hippocampus anterior
B'5	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	1	wm
B'6	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	1	wm
B'7	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	0	wm
B'9	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	0	wm
B'10	n/a	n/a	n/a	0.8	B	Platinum	ALCIS - Temis Health, France	0	wm
C1	n/a	n/a	n/a	0.8	C	Platinum	ALCIS - Temis Health, France	1	hippocampus posterior
C2	n/a	n/a	n/a	0.8	C	Platinum	ALCIS - Temis Health, France	1	hippocampus posterior
C3	n/a	n/a	n/a	0.8	C	Platinum	ALCIS - Temis Health, France	1	hippocampus posterior
C4	n/a	n/a	n/a	0.8	C	Platinum	ALCIS - Temis Health, France	1	hippocampus posterior
C5	n/a	n/a	n/a	0.8	C	Platinum	ALCIS - Temis Health, France	0	wm
C'1	n/a	n/a	n/a	0.8	C	Platinum	ALCIS - Temis Health, France	1	hippocampus posterior
C'2	n/a	n/a	n/a	0.8	C	Platinum	ALCIS - Temis Health, France	1	hippocampus posterior
C'3	n/a	n/a	n/a	0.8	C	Platinum	ALCIS - Temis Health, France	1	hippocampus posterior
C'4	n/a	n/a	n/a	0.8	C	Platinum	ALCIS - Temis Health, France	1	wm
