onset	duration	trial_type	sample	segment_id	source_channel	category_id	reviewer_id	anatomy	soz	electrode_type
0.0	3.0	physiology	0	y180276	C2	3	3	hippocampus posterior	0	depth
3.0	3.0	physiology	15000	y180277	C2	3	3	hippocampus posterior	0	depth
6.0	3.0	physiology	30000	y180278	C2	3	3	hippocampus posterior	0	depth
9.0	3.0	physiology	45000	y180279	C2	3	3	hippocampus posterior	0	depth
12.0	3.0	physiology	60000	y180280	C2	3	3	hippocampus posterior	0	depth
15.0	3.0	physiology	75000	y180281	C2	3	3	hippocampus posterior	0	depth
18.0	3.0	physiology	90000	y180282	C2	3	3	hippocampus posterior	0	depth
21.0	3.0	physiology	105000	y180283	C2	3	3	hippocampus posterior	0	depth
24.0	3.0	physiology	120000	y180284	C2	3	3	hippocampus posterior	0	depth
27.0	3.0	physiology	135000	y180285	C2	3	3	hippocampus posterior	0	depth
30.0	3.0	physiology	150000	y180286	C2	3	3	hippocampus posterior	0	depth
33.0	3.0	physiology	165000	y180287	C2	3	3	hippocampus posterior	0	depth
36.0	3.0	physiology	180000	y180288	C2	3	3	hippocampus posterior	0	depth
39.0	3.0	physiology	195000	y180289	C2	3	3	hippocampus posterior	0	depth
42.0	3.0	physiology	210000	y180290	C2	3	3	hippocampus posterior	0	depth
45.0	3.0	physiology	225000	y180291	C2	3	3	hippocampus posterior	0	depth
48.0	3.0	physiology	240000	y180292	C2	3	3	hippocampus posterior	0	depth
51.0	3.0	physiology	255000	y180293	C2	3	3	hippocampus posterior	0	depth
54.0	3.0	pathology	270000	y180294	C2	2	3	hippocampus posterior	0	depth
57.0	3.0	pathology	285000	y180295	C2	2	3	hippocampus posterior	0	depth
60.0	3.0	physiology	300000	y180296	C2	3	3	hippocampus posterior	0	depth
63.0	3.0	physiology	315000	y180297	C2	3	3	hippocampus posterior	0	depth
66.0	3.0	physiology	330000	y180298	C2	3	3	hippocampus posterior	0	depth
69.0	3.0	physiology	345000	y180299	C2	3	3	hippocampus posterior	0	depth
72.0	3.0	physiology	360000	y180300	C2	3	3	hippocampus posterior	0	depth
75.0	3.0	physiology	375000	y180301	C2	3	3	hippocampus posterior	0	depth
78.0	3.0	physiology	390000	y180302	C2	3	3	hippocampus posterior	0	depth
81.0	3.0	physiology	405000	y180303	C2	3	3	hippocampus posterior	0	depth
84.0	3.0	physiology	420000	y180304	C2	3	3	hippocampus posterior	0	depth
87.0	3.0	physiology	435000	y180305	C2	3	3	hippocampus posterior	0	depth
90.0	3.0	physiology	450000	y180306	C2	3	3	hippocampus posterior	0	depth
93.0	3.0	physiology	465000	y180307	C2	3	3	hippocampus posterior	0	depth
96.0	3.0	physiology	480000	y180308	C2	3	3	hippocampus posterior	0	depth
99.0	3.0	pathology	495000	y180309	C2	2	1	hippocampus posterior	0	depth
102.0	3.0	pathology	510000	y180310	C2	2	1	hippocampus posterior	0	depth
105.0	3.0	pathology	525000	y180311	C2	2	1	hippocampus posterior	0	depth
108.0	3.0	pathology	540000	y180312	C2	2	1	hippocampus posterior	0	depth
111.0	3.0	pathology	555000	y180313	C2	2	1	hippocampus posterior	0	depth
114.0	3.0	physiology	570000	y180314	C2	3	3	hippocampus posterior	0	depth
117.0	3.0	physiology	585000	y180315	C2	3	3	hippocampus posterior	0	depth
120.0	3.0	physiology	600000	y180316	C2	3	3	hippocampus posterior	0	depth
123.0	3.0	noise	615000	y180317	C2	1	3	hippocampus posterior	0	depth
126.0	3.0	physiology	630000	y180318	C2	3	3	hippocampus posterior	0	depth
129.0	3.0	physiology	645000	y180319	C2	3	3	hippocampus posterior	0	depth
132.0	3.0	physiology	660000	y180320	C2	3	3	hippocampus posterior	0	depth
