onset	duration	trial_type	sample	segment_id	source_channel	category_id	reviewer_id	anatomy	soz	electrode_type
0.0	3.0	physiology	0	y025121	C10	3	2	gyrus temporalis medius	0	depth
3.0	3.0	physiology	15000	y025122	C10	3	2	gyrus temporalis medius	0	depth
6.0	3.0	physiology	30000	y025123	C10	3	2	gyrus temporalis medius	0	depth
9.0	3.0	physiology	45000	y025124	C10	3	2	gyrus temporalis medius	0	depth
12.0	3.0	physiology	60000	y025125	C10	3	2	gyrus temporalis medius	0	depth
15.0	3.0	physiology	75000	y025126	C10	3	2	gyrus temporalis medius	0	depth
18.0	3.0	physiology	90000	y025127	C10	3	2	gyrus temporalis medius	0	depth
21.0	3.0	physiology	105000	y025128	C10	3	2	gyrus temporalis medius	0	depth
24.0	3.0	physiology	120000	y025129	C10	3	2	gyrus temporalis medius	0	depth
27.0	3.0	physiology	135000	y025130	C10	3	2	gyrus temporalis medius	0	depth
30.0	3.0	physiology	150000	y025131	C10	3	2	gyrus temporalis medius	0	depth
33.0	3.0	physiology	165000	y025132	C10	3	2	gyrus temporalis medius	0	depth
36.0	3.0	physiology	180000	y025133	C10	3	2	gyrus temporalis medius	0	depth
39.0	3.0	physiology	195000	y025134	C10	3	2	gyrus temporalis medius	0	depth
42.0	3.0	physiology	210000	y025135	C10	3	2	gyrus temporalis medius	0	depth
45.0	3.0	physiology	225000	y025136	C10	3	2	gyrus temporalis medius	0	depth
48.0	3.0	physiology	240000	y025137	C10	3	2	gyrus temporalis medius	0	depth
51.0	3.0	physiology	255000	y025138	C10	3	2	gyrus temporalis medius	0	depth
54.0	3.0	physiology	270000	y025139	C10	3	2	gyrus temporalis medius	0	depth
57.0	3.0	physiology	285000	y025140	C10	3	2	gyrus temporalis medius	0	depth
60.0	3.0	physiology	300000	y025141	C10	3	2	gyrus temporalis medius	0	depth
63.0	3.0	physiology	315000	y025142	C10	3	2	gyrus temporalis medius	0	depth
66.0	3.0	physiology	330000	y025143	C10	3	2	gyrus temporalis medius	0	depth
69.0	3.0	physiology	345000	y025144	C10	3	2	gyrus temporalis medius	0	depth
72.0	3.0	physiology	360000	y025145	C10	3	2	gyrus temporalis medius	0	depth
75.0	3.0	physiology	375000	y025146	C10	3	2	gyrus temporalis medius	0	depth
78.0	3.0	physiology	390000	y025147	C10	3	2	gyrus temporalis medius	0	depth
81.0	3.0	physiology	405000	y025148	C10	3	2	gyrus temporalis medius	0	depth
84.0	3.0	physiology	420000	y025149	C10	3	2	gyrus temporalis medius	0	depth
87.0	3.0	physiology	435000	y025150	C10	3	2	gyrus temporalis medius	0	depth
90.0	3.0	noise	450000	y025151	C10	1	2	gyrus temporalis medius	0	depth
93.0	3.0	noise	465000	y025152	C10	1	2	gyrus temporalis medius	0	depth
96.0	3.0	noise	480000	y025153	C10	1	2	gyrus temporalis medius	0	depth
99.0	3.0	noise	495000	y025154	C10	1	2	gyrus temporalis medius	0	depth
102.0	3.0	noise	510000	y025155	C10	1	2	gyrus temporalis medius	0	depth
105.0	3.0	noise	525000	y025156	C10	1	2	gyrus temporalis medius	0	depth
108.0	3.0	noise	540000	y025157	C10	1	2	gyrus temporalis medius	0	depth
111.0	3.0	noise	555000	y025158	C10	1	2	gyrus temporalis medius	0	depth
114.0	3.0	noise	570000	y025159	C10	1	2	gyrus temporalis medius	0	depth
117.0	3.0	noise	585000	y025160	C10	1	2	gyrus temporalis medius	0	depth
120.0	3.0	noise	600000	y025161	C10	1	2	gyrus temporalis medius	0	depth
123.0	3.0	noise	615000	y025162	C10	1	2	gyrus temporalis medius	0	depth
126.0	3.0	noise	630000	y025163	C10	1	2	gyrus temporalis medius	0	depth
129.0	3.0	noise	645000	y025164	C10	1	2	gyrus temporalis medius	0	depth
132.0	3.0	noise	660000	y025165	C10	1	2	gyrus temporalis medius	0	depth
135.0	3.0	noise	675000	y025166	C10	1	2	gyrus temporalis medius	0	depth
138.0	3.0	noise	690000	y025167	C10	1	2	gyrus temporalis medius	0	depth
141.0	3.0	noise	705000	y025168	C10	1	2	gyrus temporalis medius	0	depth
144.0	3.0	noise	720000	y025169	C10	1	2	gyrus temporalis medius	0	depth
147.0	3.0	noise	735000	y025170	C10	1	2	gyrus temporalis medius	0	depth
150.0	3.0	noise	750000	y025171	C10	1	2	gyrus temporalis medius	0	depth
153.0	3.0	noise	765000	y025172	C10	1	2	gyrus temporalis medius	0	depth
156.0	3.0	noise	780000	y025173	C10	1	2	gyrus temporalis medius	0	depth
159.0	3.0	noise	795000	y025174	C10	1	2	gyrus temporalis medius	0	depth
162.0	3.0	noise	810000	y025175	C10	1	2	gyrus temporalis medius	0	depth
165.0	3.0	noise	825000	y025176	C10	1	2	gyrus temporalis medius	0	depth
168.0	3.0	noise	840000	y025177	C10	1	2	gyrus temporalis medius	0	depth
171.0	3.0	noise	855000	y025178	C10	1	2	gyrus temporalis medius	0	depth
174.0	3.0	noise	870000	y025179	C10	1	2	gyrus temporalis medius	0	depth
177.0	3.0	noise	885000	y025180	C10	1	2	gyrus temporalis medius	0	depth
180.0	3.0	noise	900000	y025181	C10	1	2	gyrus temporalis medius	0	depth
183.0	3.0	noise	915000	y025182	C10	1	2	gyrus temporalis medius	0	depth
186.0	3.0	noise	930000	y025183	C10	1	2	gyrus temporalis medius	0	depth
189.0	3.0	noise	945000	y025184	C10	1	2	gyrus temporalis medius	0	depth
192.0	3.0	noise	960000	y025185	C10	1	2	gyrus temporalis medius	0	depth
