onset	duration	trial_type	sample	segment_id	source_channel	category_id	reviewer_id	anatomy	soz	electrode_type
0.0	3.0	physiology	0	y016652	A9	3	2	gyrus temporalis medius	0	depth
3.0	3.0	physiology	15000	y016653	A9	3	2	gyrus temporalis medius	0	depth
6.0	3.0	physiology	30000	y016654	A9	3	2	gyrus temporalis medius	0	depth
9.0	3.0	physiology	45000	y016655	A9	3	2	gyrus temporalis medius	0	depth
12.0	3.0	physiology	60000	y016656	A9	3	2	gyrus temporalis medius	0	depth
15.0	3.0	physiology	75000	y016657	A9	3	2	gyrus temporalis medius	0	depth
18.0	3.0	physiology	90000	y016658	A9	3	3	gyrus temporalis medius	0	depth
21.0	3.0	physiology	105000	y016659	A9	3	3	gyrus temporalis medius	0	depth
24.0	3.0	physiology	120000	y016660	A9	3	3	gyrus temporalis medius	0	depth
27.0	3.0	physiology	135000	y016661	A9	3	3	gyrus temporalis medius	0	depth
30.0	3.0	physiology	150000	y016662	A9	3	3	gyrus temporalis medius	0	depth
33.0	3.0	physiology	165000	y016663	A9	3	3	gyrus temporalis medius	0	depth
36.0	3.0	physiology	180000	y016664	A9	3	3	gyrus temporalis medius	0	depth
39.0	3.0	physiology	195000	y016665	A9	3	3	gyrus temporalis medius	0	depth
42.0	3.0	physiology	210000	y016666	A9	3	3	gyrus temporalis medius	0	depth
45.0	3.0	physiology	225000	y016667	A9	3	3	gyrus temporalis medius	0	depth
48.0	3.0	physiology	240000	y016668	A9	3	3	gyrus temporalis medius	0	depth
51.0	3.0	physiology	255000	y016669	A9	3	3	gyrus temporalis medius	0	depth
54.0	3.0	physiology	270000	y016670	A9	3	3	gyrus temporalis medius	0	depth
57.0	3.0	physiology	285000	y016671	A9	3	3	gyrus temporalis medius	0	depth
60.0	3.0	physiology	300000	y016672	A9	3	2	gyrus temporalis medius	0	depth
63.0	3.0	physiology	315000	y016673	A9	3	3	gyrus temporalis medius	0	depth
66.0	3.0	physiology	330000	y016674	A9	3	2	gyrus temporalis medius	0	depth
69.0	3.0	physiology	345000	y016675	A9	3	3	gyrus temporalis medius	0	depth
72.0	3.0	physiology	360000	y016676	A9	3	3	gyrus temporalis medius	0	depth
75.0	3.0	physiology	375000	y016677	A9	3	3	gyrus temporalis medius	0	depth
78.0	3.0	physiology	390000	y016678	A9	3	2	gyrus temporalis medius	0	depth
81.0	3.0	physiology	405000	y016679	A9	3	2	gyrus temporalis medius	0	depth
