onset	duration	trial_type	sample	segment_id	source_channel	category_id	reviewer_id	anatomy	soz	electrode_type
0.0	3.0	physiology	0	y013379	A5	3	2	wm	0	depth
3.0	3.0	physiology	15000	y013380	A5	3	2	wm	0	depth
6.0	3.0	physiology	30000	y013381	A5	3	2	wm	0	depth
9.0	3.0	physiology	45000	y013382	A5	3	2	wm	0	depth
12.0	3.0	physiology	60000	y013383	A5	3	2	wm	0	depth
15.0	3.0	physiology	75000	y013384	A5	3	2	wm	0	depth
18.0	3.0	pathology	90000	y013385	A5	2	3	wm	0	depth
21.0	3.0	physiology	105000	y013386	A5	3	3	wm	0	depth
24.0	3.0	physiology	120000	y013387	A5	3	3	wm	0	depth
27.0	3.0	physiology	135000	y013388	A5	3	3	wm	0	depth
30.0	3.0	physiology	150000	y013389	A5	3	3	wm	0	depth
33.0	3.0	physiology	165000	y013390	A5	3	3	wm	0	depth
36.0	3.0	physiology	180000	y013391	A5	3	3	wm	0	depth
39.0	3.0	physiology	195000	y013392	A5	3	3	wm	0	depth
42.0	3.0	pathology	210000	y013393	A5	2	3	wm	0	depth
45.0	3.0	pathology	225000	y013394	A5	2	3	wm	0	depth
48.0	3.0	pathology	240000	y013395	A5	2	3	wm	0	depth
51.0	3.0	pathology	255000	y013396	A5	2	3	wm	0	depth
54.0	3.0	physiology	270000	y013397	A5	3	3	wm	0	depth
57.0	3.0	physiology	285000	y013398	A5	3	3	wm	0	depth
60.0	3.0	physiology	300000	y013399	A5	3	3	wm	0	depth
63.0	3.0	physiology	315000	y013400	A5	3	3	wm	0	depth
66.0	3.0	physiology	330000	y013401	A5	3	3	wm	0	depth
69.0	3.0	physiology	345000	y013402	A5	3	3	wm	0	depth
72.0	3.0	physiology	360000	y013403	A5	3	3	wm	0	depth
75.0	3.0	physiology	375000	y013404	A5	3	2	wm	0	depth
78.0	3.0	physiology	390000	y013405	A5	3	2	wm	0	depth
81.0	3.0	physiology	405000	y013406	A5	3	3	wm	0	depth
84.0	3.0	physiology	420000	y013407	A5	3	3	wm	0	depth
87.0	3.0	physiology	435000	y013408	A5	3	3	wm	0	depth
90.0	3.0	physiology	450000	y013409	A5	3	2	wm	0	depth
93.0	3.0	physiology	465000	y013410	A5	3	3	wm	0	depth
96.0	3.0	physiology	480000	y013411	A5	3	2	wm	0	depth
99.0	3.0	physiology	495000	y013412	A5	3	3	wm	0	depth
102.0	3.0	physiology	510000	y013413	A5	3	3	wm	0	depth
105.0	3.0	physiology	525000	y013414	A5	3	3	wm	0	depth
108.0	3.0	physiology	540000	y013415	A5	3	2	wm	0	depth
111.0	3.0	physiology	555000	y013416	A5	3	3	wm	0	depth
114.0	3.0	physiology	570000	y013417	A5	3	2	wm	0	depth
117.0	3.0	physiology	585000	y013418	A5	3	2	wm	0	depth
120.0	3.0	physiology	600000	y013419	A5	3	3	wm	0	depth
123.0	3.0	physiology	615000	y013420	A5	3	2	wm	0	depth
126.0	3.0	physiology	630000	y013421	A5	3	2	wm	0	depth
129.0	3.0	physiology	645000	y013422	A5	3	2	wm	0	depth
132.0	3.0	physiology	660000	y013423	A5	3	3	wm	0	depth
135.0	3.0	physiology	675000	y013424	A5	3	3	wm	0	depth
138.0	3.0	physiology	690000	y013425	A5	3	2	wm	0	depth
141.0	3.0	physiology	705000	y013426	A5	3	3	wm	0	depth
144.0	3.0	physiology	720000	y013427	A5	3	3	wm	0	depth
147.0	3.0	physiology	735000	y013428	A5	3	2	wm	0	depth
150.0	3.0	physiology	750000	y013429	A5	3	2	wm	0	depth
153.0	3.0	physiology	765000	y013430	A5	3	3	wm	0	depth
156.0	3.0	physiology	780000	y013431	A5	3	2	wm	0	depth
159.0	3.0	physiology	795000	y013432	A5	3	2	wm	0	depth
162.0	3.0	physiology	810000	y013433	A5	3	3	wm	0	depth
165.0	3.0	physiology	825000	y013434	A5	3	2	wm	0	depth
168.0	3.0	physiology	840000	y013435	A5	3	2	wm	0	depth
171.0	3.0	physiology	855000	y013436	A5	3	3	wm	0	depth
174.0	3.0	physiology	870000	y013437	A5	3	2	wm	0	depth
177.0	3.0	physiology	885000	y013438	A5	3	3	wm	0	depth
180.0	3.0	physiology	900000	y013439	A5	3	2	wm	0	depth
183.0	3.0	physiology	915000	y013440	A5	3	3	wm	0	depth
186.0	3.0	physiology	930000	y013441	A5	3	2	wm	0	depth
189.0	3.0	noise	945000	y013442	A5	1	2	wm	0	depth
192.0	3.0	noise	960000	y013443	A5	1	2	wm	0	depth
195.0	3.0	noise	975000	y013444	A5	1	2	wm	0	depth
198.0	3.0	noise	990000	y013445	A5	1	2	wm	0	depth
201.0	3.0	noise	1005000	y013446	A5	1	2	wm	0	depth
204.0	3.0	noise	1020000	y013447	A5	1	2	wm	0	depth
207.0	3.0	noise	1035000	y013448	A5	1	2	wm	0	depth
210.0	3.0	noise	1050000	y013449	A5	1	2	wm	0	depth
213.0	3.0	noise	1065000	y013450	A5	1	2	wm	0	depth
216.0	3.0	noise	1080000	y013451	A5	1	2	wm	0	depth
219.0	3.0	noise	1095000	y013452	A5	1	2	wm	0	depth
222.0	3.0	noise	1110000	y013453	A5	1	2	wm	0	depth
225.0	3.0	noise	1125000	y013454	A5	1	2	wm	0	depth
228.0	3.0	pathology	1140000	y013455	A5	2	3	wm	0	depth
231.0	3.0	noise	1155000	y013456	A5	1	2	wm	0	depth
234.0	3.0	noise	1170000	y013457	A5	1	2	wm	0	depth
237.0	3.0	noise	1185000	y013458	A5	1	2	wm	0	depth
240.0	3.0	noise	1200000	y013459	A5	1	2	wm	0	depth
243.0	3.0	noise	1215000	y013460	A5	1	2	wm	0	depth
246.0	3.0	noise	1230000	y013461	A5	1	2	wm	0	depth
249.0	3.0	noise	1245000	y013462	A5	1	2	wm	0	depth
252.0	3.0	noise	1260000	y013463	A5	1	2	wm	0	depth
255.0	3.0	noise	1275000	y013464	A5	1	2	wm	0	depth
258.0	3.0	noise	1290000	y013465	A5	1	2	wm	0	depth
261.0	3.0	noise	1305000	y013466	A5	1	2	wm	0	depth
264.0	3.0	physiology	1320000	y013467	A5	3	2	wm	0	depth
267.0	3.0	noise	1335000	y013468	A5	1	2	wm	0	depth
270.0	3.0	noise	1350000	y013469	A5	1	2	wm	0	depth
273.0	3.0	physiology	1365000	y013470	A5	3	2	wm	0	depth
276.0	3.0	physiology	1380000	y013471	A5	3	2	wm	0	depth
279.0	3.0	physiology	1395000	y013472	A5	3	2	wm	0	depth
282.0	3.0	physiology	1410000	y013473	A5	3	2	wm	0	depth
285.0	3.0	physiology	1425000	y013474	A5	3	2	wm	0	depth
288.0	3.0	physiology	1440000	y013475	A5	3	2	wm	0	depth
291.0	3.0	physiology	1455000	y013476	A5	3	2	wm	0	depth
294.0	3.0	physiology	1470000	y013477	A5	3	2	wm	0	depth
297.0	3.0	noise	1485000	y013478	A5	1	2	wm	0	depth
300.0	3.0	noise	1500000	y013479	A5	1	2	wm	0	depth
303.0	3.0	noise	1515000	y013480	A5	1	2	wm	0	depth
306.0	3.0	physiology	1530000	y013481	A5	3	2	wm	0	depth
309.0	3.0	noise	1545000	y013482	A5	1	2	wm	0	depth
312.0	3.0	physiology	1560000	y013483	A5	3	2	wm	0	depth
315.0	3.0	physiology	1575000	y013484	A5	3	2	wm	0	depth
318.0	3.0	physiology	1590000	y013485	A5	3	2	wm	0	depth
321.0	3.0	noise	1605000	y013486	A5	1	2	wm	0	depth
324.0	3.0	noise	1620000	y013487	A5	1	2	wm	0	depth
327.0	3.0	physiology	1635000	y013488	A5	3	2	wm	0	depth
330.0	3.0	physiology	1650000	y013489	A5	3	2	wm	0	depth
333.0	3.0	noise	1665000	y013490	A5	1	2	wm	0	depth
336.0	3.0	noise	1680000	y013491	A5	1	2	wm	0	depth
339.0	3.0	noise	1695000	y013492	A5	1	2	wm	0	depth
342.0	3.0	noise	1710000	y013493	A5	1	2	wm	0	depth
345.0	3.0	noise	1725000	y013494	A5	1	2	wm	0	depth
348.0	3.0	physiology	1740000	y013495	A5	3	2	wm	0	depth
351.0	3.0	physiology	1755000	y013496	A5	3	2	wm	0	depth
354.0	3.0	physiology	1770000	y013497	A5	3	2	wm	0	depth
357.0	3.0	noise	1785000	y013498	A5	1	2	wm	0	depth
360.0	3.0	noise	1800000	y013499	A5	1	2	wm	0	depth
363.0	3.0	physiology	1815000	y013500	A5	3	2	wm	0	depth
366.0	3.0	noise	1830000	y013501	A5	1	2	wm	0	depth
369.0	3.0	physiology	1845000	y013502	A5	3	2	wm	0	depth
372.0	3.0	physiology	1860000	y013503	A5	3	2	wm	0	depth
375.0	3.0	physiology	1875000	y013504	A5	3	2	wm	0	depth
378.0	3.0	noise	1890000	y013505	A5	1	2	wm	0	depth
381.0	3.0	noise	1905000	y013506	A5	1	2	wm	0	depth
384.0	3.0	physiology	1920000	y013507	A5	3	2	wm	0	depth
387.0	3.0	physiology	1935000	y013508	A5	3	2	wm	0	depth
390.0	3.0	physiology	1950000	y013509	A5	3	2	wm	0	depth
393.0	3.0	physiology	1965000	y013510	A5	3	2	wm	0	depth
396.0	3.0	physiology	1980000	y013511	A5	3	2	wm	0	depth
399.0	3.0	physiology	1995000	y013512	A5	3	2	wm	0	depth
402.0	3.0	physiology	2010000	y013513	A5	3	2	wm	0	depth
405.0	3.0	physiology	2025000	y013514	A5	3	2	wm	0	depth
408.0	3.0	physiology	2040000	y013515	A5	3	2	wm	0	depth
411.0	3.0	physiology	2055000	y013516	A5	3	2	wm	0	depth
414.0	3.0	physiology	2070000	y013517	A5	3	2	wm	0	depth
417.0	3.0	physiology	2085000	y013518	A5	3	2	wm	0	depth
420.0	3.0	physiology	2100000	y013519	A5	3	2	wm	0	depth
423.0	3.0	physiology	2115000	y013520	A5	3	2	wm	0	depth
426.0	3.0	physiology	2130000	y013521	A5	3	2	wm	0	depth
429.0	3.0	physiology	2145000	y013522	A5	3	2	wm	0	depth
432.0	3.0	physiology	2160000	y013523	A5	3	2	wm	0	depth
435.0	3.0	physiology	2175000	y013524	A5	3	2	wm	0	depth
438.0	3.0	physiology	2190000	y013525	A5	3	2	wm	0	depth
441.0	3.0	physiology	2205000	y013526	A5	3	2	wm	0	depth
444.0	3.0	physiology	2220000	y013527	A5	3	2	wm	0	depth
447.0	3.0	physiology	2235000	y013528	A5	3	2	wm	0	depth
450.0	3.0	physiology	2250000	y013529	A5	3	2	wm	0	depth
453.0	3.0	noise	2265000	y013530	A5	1	2	wm	0	depth
456.0	3.0	physiology	2280000	y013531	A5	3	2	wm	0	depth
459.0	3.0	physiology	2295000	y013532	A5	3	2	wm	0	depth
462.0	3.0	physiology	2310000	y013533	A5	3	2	wm	0	depth
465.0	3.0	physiology	2325000	y013534	A5	3	2	wm	0	depth
468.0	3.0	physiology	2340000	y013535	A5	3	2	wm	0	depth
471.0	3.0	noise	2355000	y013536	A5	1	2	wm	0	depth
474.0	3.0	noise	2370000	y013537	A5	1	2	wm	0	depth
477.0	3.0	physiology	2385000	y013538	A5	3	2	wm	0	depth
480.0	3.0	noise	2400000	y013539	A5	1	2	wm	0	depth
483.0	3.0	noise	2415000	y013540	A5	1	2	wm	0	depth
486.0	3.0	noise	2430000	y013541	A5	1	2	wm	0	depth
489.0	3.0	physiology	2445000	y013542	A5	3	2	wm	0	depth
492.0	3.0	noise	2460000	y013543	A5	1	2	wm	0	depth
495.0	3.0	physiology	2475000	y013544	A5	3	2	wm	0	depth
498.0	3.0	physiology	2490000	y013545	A5	3	2	wm	0	depth
501.0	3.0	physiology	2505000	y013546	A5	3	2	wm	0	depth
504.0	3.0	physiology	2520000	y013547	A5	3	2	wm	0	depth
507.0	3.0	physiology	2535000	y013548	A5	3	2	wm	0	depth
510.0	3.0	physiology	2550000	y013549	A5	3	2	wm	0	depth
513.0	3.0	physiology	2565000	y013550	A5	3	2	wm	0	depth
516.0	3.0	physiology	2580000	y013551	A5	3	2	wm	0	depth
519.0	3.0	physiology	2595000	y013552	A5	3	2	wm	0	depth
522.0	3.0	physiology	2610000	y013553	A5	3	2	wm	0	depth
525.0	3.0	physiology	2625000	y013554	A5	3	2	wm	0	depth
528.0	3.0	physiology	2640000	y013555	A5	3	2	wm	0	depth
531.0	3.0	physiology	2655000	y013556	A5	3	2	wm	0	depth
534.0	3.0	physiology	2670000	y013557	A5	3	2	wm	0	depth
537.0	3.0	physiology	2685000	y013558	A5	3	2	wm	0	depth
540.0	3.0	physiology	2700000	y013559	A5	3	2	wm	0	depth
543.0	3.0	physiology	2715000	y013560	A5	3	2	wm	0	depth
546.0	3.0	physiology	2730000	y013561	A5	3	2	wm	0	depth
549.0	3.0	physiology	2745000	y013562	A5	3	2	wm	0	depth
552.0	3.0	physiology	2760000	y013563	A5	3	2	wm	0	depth
555.0	3.0	physiology	2775000	y013564	A5	3	2	wm	0	depth
558.0	3.0	physiology	2790000	y013565	A5	3	2	wm	0	depth
561.0	3.0	physiology	2805000	y013566	A5	3	2	wm	0	depth
564.0	3.0	noise	2820000	y013567	A5	1	3	wm	0	depth
567.0	3.0	noise	2835000	y013568	A5	1	3	wm	0	depth
570.0	3.0	physiology	2850000	y013569	A5	3	2	wm	0	depth
573.0	3.0	noise	2865000	y013570	A5	1	3	wm	0	depth
576.0	3.0	physiology	2880000	y013571	A5	3	2	wm	0	depth
579.0	3.0	noise	2895000	y013572	A5	1	3	wm	0	depth
582.0	3.0	physiology	2910000	y013573	A5	3	2	wm	0	depth
585.0	3.0	physiology	2925000	y013574	A5	3	2	wm	0	depth
588.0	3.0	physiology	2940000	y013575	A5	3	2	wm	0	depth
591.0	3.0	noise	2955000	y013576	A5	1	3	wm	0	depth
594.0	3.0	physiology	2970000	y013577	A5	3	2	wm	0	depth
597.0	3.0	noise	2985000	y013578	A5	1	3	wm	0	depth
600.0	3.0	physiology	3000000	y013579	A5	3	2	wm	0	depth
603.0	3.0	physiology	3015000	y013580	A5	3	2	wm	0	depth
606.0	3.0	physiology	3030000	y013581	A5	3	2	wm	0	depth
609.0	3.0	physiology	3045000	y013582	A5	3	2	wm	0	depth
612.0	3.0	physiology	3060000	y013583	A5	3	2	wm	0	depth
615.0	3.0	physiology	3075000	y013584	A5	3	2	wm	0	depth
618.0	3.0	physiology	3090000	y013585	A5	3	2	wm	0	depth
621.0	3.0	physiology	3105000	y013586	A5	3	2	wm	0	depth
624.0	3.0	physiology	3120000	y013587	A5	3	2	wm	0	depth
627.0	3.0	physiology	3135000	y013588	A5	3	2	wm	0	depth
630.0	3.0	physiology	3150000	y013589	A5	3	2	wm	0	depth
633.0	3.0	physiology	3165000	y013590	A5	3	2	wm	0	depth
636.0	3.0	pathology	3180000	y013591	A5	2	3	wm	0	depth
639.0	3.0	physiology	3195000	y013592	A5	3	2	wm	0	depth
